CTL,CTSH,CTXS,HOG,1.1417830253,1.01524584085
CTL,CTSH,CTXS,HON,0.998726331692,0.940127110187
CTL,CTSH,CTXS,HOT,1.1217891592,0.960335826206
CTL,CTSH,CTXS,HST,1.15173798521,0.93525914868
CTL,CTSH,CTXS,ICE,1.00273090411,1.03155335567
CTL,CTSH,CTXS,IP,1.11215872805,1.04157261687
CTL,CTSH,CTXS,IPG,1.07789063637,0.952032701487
CTL,CTSH,CTXS,IR,1.00530175095,1.34747243256
CTL,CTSH,CTXS,JBL,1.15399385402,0.869187704
CTL,CTSH,CTXS,JCI,1.01084953403,0.663597917148
CTL,CTSH,CTXS,DDR,1.16346633127,1.23927452457
CTL,CTSH,CTXS,DDS,1.23489368854,1.74901556543
CTL,CTSH,CTXS,DE,1.01385892573,0.821070747827
CTL,CTSH,CTXS,DFS,1.11073942038,1.54143860721
CTL,CTSH,CTXS,DHI,1.06572385666,1.41704314462
CTL,CTSH,CTXS,DOV,1.02823085476,0.820854092395
CTL,CTSH,CTXS,DOW,1.08946182286,0.864350082683
CTL,CTSH,CTXS,DYN,0.939456483408,-0.244584947617
CTL,CTSH,CTXS,EK,1.12135729503,0.510821515649
CTL,CTSH,CTXS,EMN,1.0426975216,1.24656208136
CTL,CTSH,CTXS,GCI,1.13459815215,1.17790600631
CTL,CTSH,CTXS,GE,1.00765238776,1.12904594326
CTL,CTSH,CTXS,GLW,1.00772403521,0.794153267817
CTL,CTSH,CTXS,GNW,1.14222064728,0.519739164041
CTL,CTSH,CTXS,GT,1.09397522901,0.647408390086
CTL,CTSH,CTXS,HAL,1.07956254907,0.882645086505
CTL,CTSH,CTXS,HAR,1.08096585956,1.00666889865
CTL,CTSH,CTXS,HBAN,1.11122941682,1.1272879472
CTL,CTSH,CTXS,HES,1.03939798892,0.705002662078
CTL,CTSH,CTXS,HIG,1.14348332381,0.949967385494
CTL,CTSH,CTXS,EOG,1.02760042621,0.892992712866
CTL,CTSH,CTXS,EP,1.04770242808,1.04999442092
CTL,CTSH,CTXS,EQR,1.04321388015,0.977959775879
CTL,CTSH,CTXS,ETFC,1.0887944143,0.836172798445
CTL,CTSH,CTXS,ETN,1.01761043976,0.891828025921
CTL,CTSH,CTXS,F,1.04009471781,0.740675526963
CTL,CTSH,CTXS,FCX,1.13173712914,0.818648256357
CTL,CTSH,CTXS,FDX,1.00810232233,0.901066275788
CTL,CTSH,CTXS,FITB,1.14204073807,1.05542458354
CTL,CTSH,CTXS,FLR,1.06612793557,0.920847946997
CTL,CTSH,CTXS,SSP,1.17942851387,1.15492445777
CTL,CTSH,CTXS,STI,1.14801007572,1.38995648687
CTL,CTSH,CTXS,STT,1.02656408605,0.873923144147
CTL,CTSH,CTXS,SUN,1.00968789001,1.10834487228
CTL,CTSH,CTXS,SWK,1.01461893022,0.859364144562
CTL,CTSH,CTXS,TEL,1.00311432345,0.997171377383
CTL,CTSH,CTXS,TER,1.14700542282,0.921701671346
CTL,CTSH,CTXS,TEX,1.30593675418,1.17319528037
CTL,CTSH,CTXS,THC,1.05975903058,0.882133294811
CTL,CTSH,CTXS,TIE,1.10381523988,0.591072602251
