Q,QCOM,QLGC,TSN,1.09238916539
Q,QCOM,QLGC,TSO,0.793923219736
Q,QCOM,QLGC,TWX,1.01096803635
Q,QCOM,QLGC,TXT,0.874768713142
Q,QCOM,QLGC,UIS,1.6528941162
Q,QCOM,QLGC,UNH,0.92886803595
Q,QCOM,QLGC,UNM,0.813401474437
Q,QCOM,QLGC,USB,0.716703289375
Q,QCOM,QLGC,VIA.B,1.1393520417
Q,QCOM,QLGC,VLO,0.652037370939
Q,QCOM,QLGC,SUN,0.568621058894
Q,QCOM,QLGC,TEL,1.08155104393
Q,QCOM,QLGC,TER,1.42457348625
Q,QCOM,QLGC,TEX,0.794160404367
Q,QCOM,QLGC,TGT,1.1290939485
Q,QCOM,QLGC,TIE,0.961625124437
Q,QCOM,QLGC,TIF,nan
Q,QCOM,QLGC,TMK,0.777065654452
Q,QCOM,QLGC,TROW,1.06376863119
Q,QCOM,QLGC,TRV,0.95623036666
Q,QCOM,QLGC,SE,1.08365595038
Q,QCOM,QLGC,SII,0.8261149641
Q,QCOM,QLGC,SLB,1.08154661995
Q,QCOM,QLGC,SLM,0.881513031065
Q,QCOM,QLGC,SNDK,1.51018832424
Q,QCOM,QLGC,SPG,1.08641027551
Q,QCOM,QLGC,SPLS,1.07362627908
Q,QCOM,QLGC,STI,0.576384521945
Q,QCOM,QLGC,STR,0.988712023384
Q,QCOM,QLGC,STT,0.757121037056
Q,QCOM,QLGC,RDC,0.973632287422
Q,QCOM,QLGC,RF,0.538292687464
Q,QCOM,QLGC,RIG,1.19624311134
Q,QCOM,QLGC,RL,1.25160970353
Q,QCOM,QLGC,ROK,1.06825994356
Q,QCOM,QLGC,RRC,1.04409629121
Q,QCOM,QLGC,RRD,1.17602122064
Q,QCOM,QLGC,S,1.14907767814
Q,QCOM,QLGC,SBUX,1.59556136906
Q,QCOM,QLGC,SCHW,0.916347874195
Q,QCOM,QLGC,DYN,0.629252040916
Q,QCOM,QLGC,EMR,0.959053707561
Q,QCOM,QLGC,EOG,1.07700958295
Q,QCOM,QLGC,EP,0.929211617985
Q,QCOM,QLGC,EQR,0.926992125551
Q,QCOM,QLGC,ESV,0.991139028118
Q,QCOM,QLGC,ETFC,0.853613423314
Q,QCOM,QLGC,EXC,0.809586753942
Q,QCOM,QLGC,EXPD,0.855681148278
Q,QCOM,QLGC,EXPE,1.71725673398
Q,QCOM,QLGC,DD,1.04357090225
Q,QCOM,QLGC,DDR,1.06605845817
Q,QCOM,QLGC,DDS,1.89729072024
Q,QCOM,QLGC,DE,1.02329099517
Q,QCOM,QLGC,DFS,1.05165129518
Q,QCOM,QLGC,DHI,0.988258117158
Q,QCOM,QLGC,DIS,1.07143443526
Q,QCOM,QLGC,DRI,0.967756932968
Q,QCOM,QLGC,DTV,1.12055592765
Q,QCOM,QLGC,DVN,0.890984156331
Q,QCOM,QLGC,WYN,1.46544235492
Q,QCOM,QLGC,X,0.988120117855
Q,QCOM,QLGC,XL,1.87725149599
Q,QCOM,QLGC,XOM,0.781080722723
Q,QCOM,QLGC,XTO,0.992842760955
Q,QCOM,QLGC,ZION,0.469591950519
Q,QCOM,QLGC,CTSH,1.64012964303
Q,QCOM,QLGC,CTXS,1.28865995145
Q,QCOM,QLGC,CVH,1.16873641425
Q,QCOM,QLGC,CVX,0.91148250848
Q,QCOM,QLGC,VMC,0.688604949666
Q,QCOM,QLGC,VNO,0.907740273993
Q,QCOM,QLGC,VRSN,0.963449099076
Q,QCOM,QLGC,WB,nan
Q,QCOM,QLGC,WEN,0.792764787398
